"templateId"	"text"	"templateText"
2	"изменения 2022г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"Изменения 2022 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"изменения 2022 год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"изменения по усн 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"изменения в работе 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"изменения в 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"изменения в 2022г."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"изменения 2022г."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"что меняется в работе бухгалтера в 2022 году"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"Что меняется в работе бухгалтера в 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"что меняется в работе бухгалтера в 2022 г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"что меняется в работе бухгалтера в 2022 г."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"что меняется в работе бухгалтера в 2022 году?"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"что меняется в работе бухгалтера в 2022г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"что меняется в работе бухгалтера в 2022?"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"что меняется в работе бухгалтера в 2022году"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"новости и изменения для бухгалтера"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"новости изменения для бухгалтера"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"последние новости для бухгалтера"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"изменения с марта 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"Изменения с 01.05.2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
2	"изменения с января 2022 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTxN"
3	"чек-лист на февраль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист февраля"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на февраль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист февраль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист февраль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист за февраль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист за февраль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист февраля"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на март"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист март"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист марта"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист март"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на март"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист за март"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист марта"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист за март"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера на февраль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист бухгалтера на февраль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист бухгалтера на март"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера на март"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на март"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на май"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист января"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист за январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист января"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера на январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтерских дел на январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист бухгалтера на январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек-лист для бухгалтера на январь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист апреля"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист за апрель"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист апреля"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на апрель"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист апрель"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на апрель"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист апрель"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист за апрель"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист августа"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на август"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на август"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист августа"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист август"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист октябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на октябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист октября"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист октября"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на октябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист октябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера на март 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера на январь 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на декабрь 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера на февраль 2021 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек-лист для бухгалтера на март 2021 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек-лист для бухгалтера на май 2021 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист бухгалтера"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист для бухгалтера"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на август 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек-лист бухгалтера на август 2021 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек-лист для бухгалтера на август 2021 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на август 2021 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на октябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист для бухгалтера на октябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист для бухгалтера на август"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на август"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист ноября"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на ноябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на ноябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист ноября"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист сентября"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист сентября"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист за сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера за сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек-лист для бухгалтера на сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на январь 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист март 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на январь 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист для бухгалтера на ноябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на ноябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на июль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на июль"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист июля"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист июля"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера февраль 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист для бухгалтера февраль 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист для бухгалтера 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист 21"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист 21"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек лист 08"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек- лист за август"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист 08"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чеклист 08"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек-лист для бухгалтера на август 2022 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист для бухгалтера на август 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист для бухгалтера на август 2022 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на май"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист за май"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на май"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист за май"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист мая"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист мая"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист май"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист май"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист бухгалтера на май"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера на май"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист на июнь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист июня"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист июнь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на июнь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист за июнь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист июня"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист авгус"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чеклист на август"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера на август"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист бухгалтера на август"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Добрый день! Чек лист на сентябрь."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Добрый день. чек лист на сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Добрый день. Чек лист сентября"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист бухгалтера на сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чеклист"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист для бухгалтера в сентябре"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист за сентябрь 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Чек-лист на сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек лист за сентябрь. спасибо"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист за сентябпь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"чек-лист на сентябрь 2022"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
3	"Доброе утро! Чек- лист на сентябрь"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UTK1"
4	"изменения в 2021 году"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения 2021 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения 2021г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения в 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения 2021г."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения на 2021 год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения 2021 г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения 2021 год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения в 2021г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения на 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения 2021 г."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменение 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменеия 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"измения 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменения2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
4	"изменение2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7L"
5	"как проверять сделку по статье 54.1"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z"
5	"как проверить сделку по ст.54.1"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z"
5	"как проверяют сделку по ст. 54.1"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z"
5	"как проверить сделку по ст 54.1"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z"
5	"как проверяют сделку по ст 54,1"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z"
5	"как проверяют сделку по ст 54.1"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z"
5	"как проверяют сделку по статье 54.1"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z"
5	"как проверяют сделку по статье 54,1"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z"
5	"как проверяют сделку по ст.54.1"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z"
6	"как исправить ошибки в бухучете"	"Вот ссылка по вашему вопросу https://links.action-media.ru/n95S "
6	"как исправит ошибки в бухучете"	"Вот ссылка по вашему вопросу https://links.action-media.ru/n95S "
6	"ошибки в бухучете"	"Вот ссылка по вашему вопросу https://links.action-media.ru/n95S "
6	"исправление ошибок в бухучете"	"Вот ссылка по вашему вопросу https://links.action-media.ru/n95S "
7	"Как бухгалтеру закрыть 2021 год?"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как бухгалтеру закрыть 2021г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как бухгалтеру закрыть 2021год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как бухгалтеру закрыть 2021 г."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как бухгалтеру закрыть 2021 год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как бухгалтеру закрыть 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как бухгалтеру закрыть 2021г."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как закрыть бухгалтеру 2021 год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"закрыть 2021 год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"закрыть 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"закрыть 2021год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"закрытие 2021 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"закрыть 2021г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"закрытие года 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как закрыть 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как закрыть 2021 год?"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"Как закрыть 2021 год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как закрыть 2021год"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
7	"как закрыть 2021 г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f"
8	"можно ли быть самозанятым и быть ип"	"Вот ссылка по вашему вопросу https://links.action-media.ru/n98u"
8	"Может ли человек быть одновременно самозанятым и ИП "	"Вот ссылка по вашему вопросу https://links.action-media.ru/n98u"
9	"лимит по патентам 2023 году"	"Вот ссылка по вашему вопросу https://links.action-media.ru/n9UK"
9	"какой лимит по патентам 2023 году"	"Вот ссылка по вашему вопросу https://links.action-media.ru/n9UK"
10	"изменения с октября 2021г."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7T"
10	"изменения с октября 2021"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7T"
10	"изменения с октября 2021 г."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7T"
10	"изменения с октября 2021 года"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7T"
10	"изменения с октября 2021г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7T"
10	"изменения с октября 2021 г"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7T"
10	"изменения с октября"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7T"
10	"изменения с октября месяца"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7T"
10	"изменения с ноября"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7T"
11	"как составить пояснения в налоговую образцы ответов"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснения в налоговую инспекцию образцы ответов"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"Как составить пояснение в налоговую инспекцию. Образцы ответов"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"Как составить пояснения в налоговую инспекцию. Образцы ответов"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснения в налоговую инспекцию, образцы ответов"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснение в налоговую инспекцию образцы ответов"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснения в налоговую инспекцию"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснение в налоговую инспекцию"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснение в налоговую"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснения в налоговую"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснение в налоговую инспекцию?"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"Как составить пояснения в налоговую инспекцию?"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"Как составить пояснения в налоговую инспекцию."	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснение в ИФНС"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснения в ИФНС"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"как составить пояснения в ифнс образцы ответов"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"пояснения в налоговую"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"пояснение в налоговую"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
11	"пояснение в налоговую инспекцию"	"Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t"
